h3_origin,h3_dest,trips,origin_zone,dest_zone
89ce8c0f2d3ffff,89ce8c0d463ffff,0.3658,24.0,37.0
89ce8c0f2d3ffff,89ce8c0d003ffff,0.1496,24.0,37.0
89ce8c0f2d3ffff,89ce8c0d09bffff,1.3421,24.0,37.0
89ce8c0f2d3ffff,89ce8c0d08fffff,0.1255,24.0,37.0
89ce8c0f2d3ffff,89ce8c0d017ffff,0.1499,24.0,37.0
89ce8c0f2d3ffff,89ce8c0d057ffff,0.1432,24.0,37.0
89ce8c0f2d3ffff,89ce8c0d0bbffff,0.1145,24.0,37.0
89ce8c0f2d3ffff,89ce8c0d0c7ffff,0.9932,24.0,37.0
89ce8c0f2d3ffff,89ce8c0d0b3ffff,0.0799,24.0,37.0
89ce8c0f2d3ffff,89ce8c0d007ffff,0.0945,24.0,37.0
89ce8c0f2d3ffff,89ce8c0d0a3ffff,0.075,24.0,37.0
89ce8c0f2d3ffff,89ce8c0d01bffff,0.1533,24.0,37.0
89ce8c0f2d3ffff,89ce8c0d0cfffff,0.1402,24.0,37.0
89ce8c0f2d3ffff,89ce8c0d447ffff,0.0891,24.0,37.0
89ce8c0f2d3ffff,89ce8c0d0c3ffff,0.7753,24.0,37.0
89ce8c0f2d3ffff,89ce8c0d043ffff,0.0115,24.0,37.0
89ce8c0f2d3ffff,89ce8c0d08bffff,1.0732,24.0,37.0
89ce8c0f2d3ffff,89ce8c0d053ffff,0.0659,24.0,37.0
89ce8c0f2d3ffff,89ce8c0d00bffff,0.1494,24.0,37.0
89ce8c0f2d3ffff,89ce8c0d083ffff,0.0325,24.0,37.0
89ce8c0f2d3ffff,89ce8c0d013ffff,0.1514,24.0,37.0
89ce8c0f2d3ffff,89ce8c0d46fffff,0.3888,24.0,37.0
89ce8c08db7ffff,89ce8c0d0d3ffff,0.0299,24.0,37.0
89ce8c08db7ffff,89ce8c0d087ffff,0.0491,24.0,37.0
89ce8c08db7ffff,89ce8c0d00fffff,0.0502,24.0,37.0
89ce8c08db7ffff,89ce8c0d0d7ffff,0.5691,24.0,37.0
89ce8c08db7ffff,89ce8c0d0cbffff,0.0174,24.0,37.0
89ce8c08db7ffff,89ce8c0d467ffff,0.127,24.0,37.0
89ce8c08db7ffff,89ce8c0d073ffff,0.0351,24.0,37.0
89ce8c08db7ffff,89ce8c0d093ffff,0.0228,24.0,37.0
89ce8c08db7ffff,89ce8c0d0abffff,0.0498,24.0,37.0
89ce8c08db7ffff,89ce8c0d047ffff,0.0179,24.0,37.0
89ce8c08db7ffff,89ce8c0d463ffff,0.1515,24.0,37.0
89ce8c08db7ffff,89ce8c0d003ffff,0.062,24.0,37.0
89ce8c08db7ffff,89ce8c0d09bffff,0.5559,24.0,37.0
89ce8c08db7ffff,89ce8c0d08fffff,0.052,24.0,37.0
89ce8c08db7ffff,89ce8c0d017ffff,0.0621,24.0,37.0
89ce8c08db7ffff,89ce8c0d057ffff,0.0593,24.0,37.0
89ce8c08db7ffff,89ce8c0d0bbffff,0.0474,24.0,37.0
89ce8c08db7ffff,89ce8c0d0c7ffff,0.4114,24.0,37.0
89ce8c08db7ffff,89ce8c0d0b3ffff,0.0331,24.0,37.0
89ce8c08db7ffff,89ce8c0d007ffff,0.0391,24.0,37.0
89ce8c08db7ffff,89ce8c0d0a3ffff,0.031,24.0,37.0
89ce8c08db7ffff,89ce8c0d01bffff,0.0635,24.0,37.0
89ce8c08db7ffff,89ce8c0d0cfffff,0.0581,24.0,37.0
89ce8c08db7ffff,89ce8c0d447ffff,0.0369,24.0,37.0
89ce8c08db7ffff,89ce8c0d0c3ffff,0.3211,24.0,37.0
89ce8c08db7ffff,89ce8c0d08bffff,0.4445,24.0,37.0
89ce8c08db7ffff,89ce8c0d053ffff,0.0273,24.0,37.0
89ce8c08db7ffff,89ce8c0d00bffff,0.0619,24.0,37.0
89ce8c08db7ffff,89ce8c0d083ffff,0.0135,24.0,37.0
89ce8c08db7ffff,89ce8c0d013ffff,0.0627,24.0,37.0
89ce8c08db7ffff,89ce8c0d46fffff,0.161,24.0,37.0
89ce8c0f2d7ffff,89ce8c0d0d3ffff,0.0412,24.0,37.0
89ce8c0f2d7ffff,89ce8c0d087ffff,0.0677,24.0,37.0
89ce8c0f2d7ffff,89ce8c0d00fffff,0.0692,24.0,37.0
89ce8c0f2d7ffff,89ce8c0d0d7ffff,0.7847,24.0,37.0
89ce8c0f2d7ffff,89ce8c0d0cbffff,0.024,24.0,37.0
89ce8c0f2d7ffff,89ce8c0d467ffff,0.1751,24.0,37.0
89ce8c0f2d7ffff,89ce8c0d073ffff,0.0484,24.0,37.0
89ce8c0f2d7ffff,89ce8c0d093ffff,0.0314,24.0,37.0
89ce8c0f2d7ffff,89ce8c0d0abffff,0.0687,24.0,37.0
89ce8c0f2d7ffff,89ce8c0d047ffff,0.0247,24.0,37.0
89ce8c0f2d7ffff,89ce8c0d463ffff,0.2089,24.0,37.0
89ce8c0f2d7ffff,89ce8c0d003ffff,0.0855,24.0,37.0
89ce8c0f2d7ffff,89ce8c0d09bffff,0.7665,24.0,37.0
89ce8c0f2d7ffff,89ce8c0d08fffff,0.0717,24.0,37.0
89ce8c0f2d7ffff,89ce8c0d017ffff,0.0856,24.0,37.0
89ce8c0f2d7ffff,89ce8c0d057ffff,0.0818,24.0,37.0
89ce8c0f2d7ffff,89ce8c0d0bbffff,0.0654,24.0,37.0
89ce8c0f2d7ffff,89ce8c0d0c7ffff,0.5672,24.0,37.0
89ce8c0f2d7ffff,89ce8c0d0b3ffff,0.0456,24.0,37.0
89ce8c0f2d7ffff,89ce8c0d007ffff,0.054,24.0,37.0
89ce8c0f2d7ffff,89ce8c0d0a3ffff,0.0428,24.0,37.0
89ce8c0f2d7ffff,89ce8c0d01bffff,0.0875,24.0,37.0
89ce8c0f2d7ffff,89ce8c0d0cfffff,0.0801,24.0,37.0
89ce8c0f2d7ffff,89ce8c0d447ffff,0.0509,24.0,37.0
89ce8c0f2d7ffff,89ce8c0d0c3ffff,0.4428,24.0,37.0
89ce8c0f2d7ffff,89ce8c0d08bffff,0.6129,24.0,37.0
89ce8c0f2d7ffff,89ce8c0d053ffff,0.0376,24.0,37.0
89ce8c0f2d7ffff,89ce8c0d00bffff,0.0853,24.0,37.0
89ce8c0f2d7ffff,89ce8c0d083ffff,0.0186,24.0,37.0
89ce8c0f2d7ffff,89ce8c0d013ffff,0.0864,24.0,37.0
89ce8c0f2d7ffff,89ce8c0d46fffff,0.2221,24.0,37.0
89ce8c0f64bffff,89ce8c0d0d3ffff,0.0341,24.0,37.0
89ce8c0f64bffff,89ce8c0d087ffff,0.056,24.0,37.0
89ce8c0f64bffff,89ce8c0d00fffff,0.0573,24.0,37.0
89ce8c0f64bffff,89ce8c0d0d7ffff,0.6498,24.0,37.0
89ce8c0f64bffff,89ce8c0d0cbffff,0.0198,24.0,37.0
89ce8c0f64bffff,89ce8c0d467ffff,0.145,24.0,37.0
89ce8c0f64bffff,89ce8c0d073ffff,0.04,24.0,37.0
89ce8c0f64bffff,89ce8c0d093ffff,0.026,24.0,37.0
89ce8c0f64bffff,89ce8c0d0abffff,0.0569,24.0,37.0
89ce8c0f64bffff,89ce8c0d047ffff,0.0204,24.0,37.0
89ce8c0f64bffff,89ce8c0d463ffff,0.173,24.0,37.0
89ce8c0f64bffff,89ce8c0d003ffff,0.0708,24.0,37.0
89ce8c0f64bffff,89ce8c0d09bffff,0.6347,24.0,37.0
89ce8c0f64bffff,89ce8c0d08fffff,0.0594,24.0,37.0
89ce8c0f64bffff,89ce8c0d017ffff,0.0709,24.0,37.0
89ce8c0f64bffff,89ce8c0d057ffff,0.0677,24.0,37.0
89ce8c0f64bffff,89ce8c0d0bbffff,0.0542,24.0,37.0
89ce8c0f64bffff,89ce8c0d0c7ffff,0.4697,24.0,37.0
89ce8c0f64bffff,89ce8c0d0b3ffff,0.0378,24.0,37.0
89ce8c0f64bffff,89ce8c0d007ffff,0.0447,24.0,37.0
89ce8c0f64bffff,89ce8c0d0a3ffff,0.0354,24.0,37.0
89ce8c0f64bffff,89ce8c0d01bffff,0.0725,24.0,37.0
89ce8c0f64bffff,89ce8c0d0cfffff,0.0663,24.0,37.0
89ce8c0f64bffff,89ce8c0d447ffff,0.0421,24.0,37.0
89ce8c0f64bffff,89ce8c0d0c3ffff,0.3667,24.0,37.0
89ce8c0f64bffff,89ce8c0d08bffff,0.5075,24.0,37.0
89ce8c0f64bffff,89ce8c0d053ffff,0.0312,24.0,37.0
89ce8c0f64bffff,89ce8c0d00bffff,0.0707,24.0,37.0
89ce8c0f64bffff,89ce8c0d083ffff,0.0154,24.0,37.0
89ce8c0f64bffff,89ce8c0d013ffff,0.0716,24.0,37.0
89ce8c0f64bffff,89ce8c0d46fffff,0.1839,24.0,37.0
89ce8c08da7ffff,89ce8c0d0d3ffff,0.0461,24.0,37.0
89ce8c08da7ffff,89ce8c0d087ffff,0.0757,24.0,37.0
89ce8c08da7ffff,89ce8c0d00fffff,0.0774,24.0,37.0
89ce8c08da7ffff,89ce8c0d0d7ffff,0.8774,24.0,37.0
89ce8c08da7ffff,89ce8c0d0cbffff,0.0268,24.0,37.0
89ce8c08da7ffff,89ce8c0d467ffff,0.1958,24.0,37.0
89ce8c08da7ffff,89ce8c0d073ffff,0.0541,24.0,37.0
89ce8c08da7ffff,89ce8c0d093ffff,0.0352,24.0,37.0
89ce8c08da7ffff,89ce8c0d0abffff,0.0768,24.0,37.0
89ce8c08da7ffff,89ce8c0d047ffff,0.0276,24.0,37.0
89ce8c08da7ffff,89ce8c0d463ffff,0.2336,24.0,37.0
89ce8c08da7ffff,89ce8c0d003ffff,0.0955,24.0,37.0
89ce8c08da7ffff,89ce8c0d09bffff,0.857,24.0,37.0
89ce8c08da7ffff,89ce8c0d08fffff,0.0802,24.0,37.0
89ce8c08da7ffff,89ce8c0d017ffff,0.0957,24.0,37.0
89ce8c08da7ffff,89ce8c0d057ffff,0.0914,24.0,37.0
89ce8c08da7ffff,89ce8c0d0bbffff,0.0731,24.0,37.0
89ce8c08da7ffff,89ce8c0d0c7ffff,0.6342,24.0,37.0
89ce8c08da7ffff,89ce8c0d0b3ffff,0.051,24.0,37.0
89ce8c08da7ffff,89ce8c0d007ffff,0.0603,24.0,37.0
89ce8c08da7ffff,89ce8c0d0a3ffff,0.0479,24.0,37.0
89ce8c08da7ffff,89ce8c0d01bffff,0.0979,24.0,37.0
89ce8c08da7ffff,89ce8c0d0cfffff,0.0895,24.0,37.0
89ce8c08da7ffff,89ce8c0d447ffff,0.0569,24.0,37.0
89ce8c08da7ffff,89ce8c0d0c3ffff,0.4951,24.0,37.0
89ce8c08da7ffff,89ce8c0d08bffff,0.6853,24.0,37.0
89ce8c08da7ffff,89ce8c0d053ffff,0.0421,24.0,37.0
89ce8c08da7ffff,89ce8c0d00bffff,0.0954,24.0,37.0
89ce8c08da7ffff,89ce8c0d083ffff,0.0208,24.0,37.0
89ce8c08da7ffff,89ce8c0d013ffff,0.0967,24.0,37.0
89ce8c08da7ffff,89ce8c0d46fffff,0.2483,24.0,37.0
89ce8c08d97ffff,89ce8c0d0d7ffff,0.0795,24.0,37.0
89ce8c08d97ffff,89ce8c0d467ffff,0.0177,24.0,37.0
89ce8c08d97ffff,89ce8c0d463ffff,0.0212,24.0,37.0
89ce8c08d97ffff,89ce8c0d09bffff,0.0777,24.0,37.0
89ce8c08d97ffff,89ce8c0d0c7ffff,0.0575,24.0,37.0
89ce8c08d97ffff,89ce8c0d0c3ffff,0.0449,24.0,37.0
89ce8c08d97ffff,89ce8c0d08bffff,0.0621,24.0,37.0
89ce8c08d97ffff,89ce8c0d46fffff,0.0225,24.0,37.0
89ce8c08da3ffff,89ce8c0d0d7ffff,0.025,24.0,37.0
89ce8c08da3ffff,89ce8c0d09bffff,0.0244,24.0,37.0
89ce8c08da3ffff,89ce8c0d0c7ffff,0.018,24.0,37.0
89ce8c08da3ffff,89ce8c0d0c3ffff,0.0141,24.0,37.0
89ce8c08da3ffff,89ce8c0d08bffff,0.0195,24.0,37.0
89ce8c08d87ffff,89ce8c0d0d3ffff,0.0162,24.0,37.0
89ce8c08d87ffff,89ce8c0d087ffff,0.0267,24.0,37.0
89ce8c08d87ffff,89ce8c0d00fffff,0.0273,24.0,37.0
89ce8c08d87ffff,89ce8c0d0d7ffff,0.3091,24.0,37.0
89ce8c08d87ffff,89ce8c0d467ffff,0.069,24.0,37.0
89ce8c08d87ffff,89ce8c0d073ffff,0.019,24.0,37.0
89ce8c08d87ffff,89ce8c0d093ffff,0.0124,24.0,37.0
89ce8c08d87ffff,89ce8c0d0abffff,0.0271,24.0,37.0
89ce8c08d87ffff,89ce8c0d463ffff,0.0823,24.0,37.0
89ce8c08d87ffff,89ce8c0d003ffff,0.0337,24.0,37.0
89ce8c08d87ffff,89ce8c0d09bffff,0.3019,24.0,37.0
89ce8c08d87ffff,89ce8c0d08fffff,0.0282,24.0,37.0
89ce8c08d87ffff,89ce8c0d017ffff,0.0337,24.0,37.0
89ce8c08d87ffff,89ce8c0d057ffff,0.0322,24.0,37.0
89ce8c08d87ffff,89ce8c0d0bbffff,0.0258,24.0,37.0
89ce8c08d87ffff,89ce8c0d0c7ffff,0.2234,24.0,37.0
89ce8c08d87ffff,89ce8c0d0b3ffff,0.018,24.0,37.0
89ce8c08d87ffff,89ce8c0d007ffff,0.0213,24.0,37.0
89ce8c08d87ffff,89ce8c0d0a3ffff,0.0169,24.0,37.0
89ce8c08d87ffff,89ce8c0d01bffff,0.0345,24.0,37.0
89ce8c08d87ffff,89ce8c0d0cfffff,0.0315,24.0,37.0
89ce8c08d87ffff,89ce8c0d447ffff,0.02,24.0,37.0
89ce8c08d87ffff,89ce8c0d0c3ffff,0.1744,24.0,37.0
89ce8c08d87ffff,89ce8c0d08bffff,0.2414,24.0,37.0
89ce8c08d87ffff,89ce8c0d053ffff,0.0148,24.0,37.0
89ce8c08d87ffff,89ce8c0d00bffff,0.0336,24.0,37.0
89ce8c08d87ffff,89ce8c0d013ffff,0.034,24.0,37.0
89ce8c08d87ffff,89ce8c0d46fffff,0.0875,24.0,37.0
89ce8c08d37ffff,89ce8c0f367ffff,13.2292,24.0,39.0
89ce8c08d37ffff,89ce8c0d593ffff,22.064,24.0,39.0
89ce8c08db3ffff,89ce8c0f367ffff,10.9411,24.0,39.0
89ce8c08db3ffff,89ce8c0d593ffff,18.2479,24.0,39.0
89ce8c0f2dbffff,89ce8c0f367ffff,24.3631,24.0,39.0
89ce8c0f2dbffff,89ce8c0d593ffff,40.6334,24.0,39.0
89ce8c08dafffff,89ce8c0f367ffff,5.9301,24.0,39.0
89ce8c08dafffff,89ce8c0d593ffff,9.8904,24.0,39.0
89ce8c0f2d3ffff,89ce8c0f367ffff,19.658,24.0,39.0
89ce8c0f2d3ffff,89ce8c0d593ffff,32.7862,24.0,39.0
89ce8c08db7ffff,89ce8c0f367ffff,8.1422,24.0,39.0
89ce8c08db7ffff,89ce8c0d593ffff,13.5798,24.0,39.0
89ce8c0f2d7ffff,89ce8c0f367ffff,11.2271,24.0,39.0
89ce8c0f2d7ffff,89ce8c0d593ffff,18.7249,24.0,39.0
89ce8c0f64bffff,89ce8c0f367ffff,9.2971,24.0,39.0
89ce8c0f64bffff,89ce8c0d593ffff,15.5059,24.0,39.0
89ce8c08da7ffff,89ce8c0f367ffff,12.553,24.0,39.0
89ce8c08da7ffff,89ce8c0d593ffff,20.9362,24.0,39.0
89ce8c08d97ffff,89ce8c0f367ffff,1.1381,24.0,39.0
89ce8c08d97ffff,89ce8c0d593ffff,1.8981,24.0,39.0
89ce8c08da3ffff,89ce8c0f367ffff,0.3572,24.0,39.0
89ce8c08da3ffff,89ce8c0d593ffff,0.5957,24.0,39.0
89ce8c08d33ffff,89ce8c0f367ffff,0.073,24.0,39.0
89ce8c08d33ffff,89ce8c0d593ffff,0.1218,24.0,39.0
89ce8c08d87ffff,89ce8c0f367ffff,4.4218,24.0,39.0
89ce8c08d87ffff,89ce8c0d593ffff,7.3747,24.0,39.0
89ce8c08d37ffff,89ce8c0f10fffff,0.061,24.0,4.0
89ce8c08d37ffff,89ce8c0c61bffff,6.2737,24.0,4.0
89ce8c08d37ffff,89ce8c0f133ffff,0.1047,24.0,4.0
89ce8c08d37ffff,89ce8c0c6cfffff,2.8885,24.0,4.0
89ce8c08d37ffff,89ce8c0c6cbffff,0.8565,24.0,4.0
89ce8c08d37ffff,89ce8c0c6c3ffff,1.8564,24.0,4.0
89ce8c08d37ffff,89ce8c0f117ffff,0.1614,24.0,4.0
89ce8c08d37ffff,89ce8c0c6d3ffff,0.6593,24.0,4.0
89ce8c08d37ffff,89ce8c0f16fffff,0.2262,24.0,4.0
89ce8c08d37ffff,89ce8c0c6d7ffff,3.5303,24.0,4.0
89ce8c08d37ffff,89ce8c0c653ffff,1.4754,24.0,4.0
89ce8c08d37ffff,89ce8c0f10bffff,0.285,24.0,4.0
89ce8c08d37ffff,89ce8c0f103ffff,0.2519,24.0,4.0
89ce8c08d37ffff,89ce8c0c6c7ffff,6.9769,24.0,4.0
89ce8c08d37ffff,89ce8c0f1bbffff,0.0524,24.0,4.0
89ce8c08d37ffff,89ce8c0c657ffff,4.3513,24.0,4.0
89ce8c08d37ffff,89ce8c0f173ffff,0.2079,24.0,4.0
89ce8c08d37ffff,89ce8c0f16bffff,0.5095,24.0,4.0
89ce8c08d37ffff,89ce8c0c68bffff,3.313,24.0,4.0
89ce8c08db3ffff,89ce8c0f10fffff,0.0505,24.0,4.0
89ce8c08db3ffff,89ce8c0c61bffff,5.1887,24.0,4.0
89ce8c08db3ffff,89ce8c0f133ffff,0.0866,24.0,4.0
89ce8c08db3ffff,89ce8c0c6cfffff,2.389,24.0,4.0
89ce8c08db3ffff,89ce8c0c6cbffff,0.7083,24.0,4.0
89ce8c08db3ffff,89ce8c0c6c3ffff,1.5353,24.0,4.0
89ce8c08db3ffff,89ce8c0f117ffff,0.1335,24.0,4.0
89ce8c08db3ffff,89ce8c0c6d3ffff,0.5452,24.0,4.0
89ce8c08db3ffff,89ce8c0f16fffff,0.1871,24.0,4.0
89ce8c08db3ffff,89ce8c0c6d7ffff,2.9197,24.0,4.0
89ce8c08db3ffff,89ce8c0c653ffff,1.2202,24.0,4.0
89ce8c08db3ffff,89ce8c0f10bffff,0.2357,24.0,4.0
89ce8c08db3ffff,89ce8c0f103ffff,0.2083,24.0,4.0
89ce8c08db3ffff,89ce8c0c6c7ffff,5.7702,24.0,4.0
89ce8c08db3ffff,89ce8c0f1bbffff,0.0433,24.0,4.0
89ce8c08db3ffff,89ce8c0c657ffff,3.5987,24.0,4.0
89ce8c08db3ffff,89ce8c0f173ffff,0.1719,24.0,4.0
89ce8c08db3ffff,89ce8c0f16bffff,0.4214,24.0,4.0
89ce8c08db3ffff,89ce8c0c68bffff,2.74,24.0,4.0
89ce8c0f2dbffff,89ce8c0f10fffff,0.1124,24.0,4.0
89ce8c0f2dbffff,89ce8c0c61bffff,11.5538,24.0,4.0
89ce8c0f2dbffff,89ce8c0f133ffff,0.1928,24.0,4.0
89ce8c0f2dbffff,89ce8c0c6cfffff,5.3196,24.0,4.0
89ce8c0f2dbffff,89ce8c0c6cbffff,1.5773,24.0,4.0
89ce8c0f2dbffff,89ce8c0c6c3ffff,3.4187,24.0,4.0
89ce8c0f2dbffff,89ce8c0f117ffff,0.2972,24.0,4.0
89ce8c0f2dbffff,89ce8c0c6d3ffff,1.2141,24.0,4.0
89ce8c0f2dbffff,89ce8c0f16fffff,0.4166,24.0,4.0
89ce8c0f2dbffff,89ce8c0c6d7ffff,6.5014,24.0,4.0
89ce8c0f2dbffff,89ce8c0c653ffff,2.7171,24.0,4.0
89ce8c0f2dbffff,89ce8c0f10bffff,0.5249,24.0,4.0
89ce8c0f2dbffff,89ce8c0f107ffff,0.0126,24.0,4.0
89ce8c0f2dbffff,89ce8c0f103ffff,0.4639,24.0,4.0
89ce8c0f2dbffff,89ce8c0c6c7ffff,12.8487,24.0,4.0
89ce8c0f2dbffff,89ce8c0f1bbffff,0.0965,24.0,4.0
89ce8c0f2dbffff,89ce8c0c657ffff,8.0133,24.0,4.0
89ce8c0f2dbffff,89ce8c0f173ffff,0.3828,24.0,4.0
89ce8c0f2dbffff,89ce8c0f16bffff,0.9383,24.0,4.0
89ce8c0f2dbffff,89ce8c0c68bffff,6.1012,24.0,4.0
89ce8c08dafffff,89ce8c0f10fffff,0.0274,24.0,4.0
89ce8c08dafffff,89ce8c0c61bffff,2.8123,24.0,4.0
89ce8c08dafffff,89ce8c0f133ffff,0.0469,24.0,4.0
89ce8c08dafffff,89ce8c0c6cfffff,1.2948,24.0,4.0
89ce8c08dafffff,89ce8c0c6cbffff,0.3839,24.0,4.0
89ce8c08dafffff,89ce8c0c6c3ffff,0.8321,24.0,4.0
89ce8c08dafffff,89ce8c0f117ffff,0.0723,24.0,4.0
89ce8c08dafffff,89ce8c0c6d3ffff,0.2955,24.0,4.0
89ce8c08dafffff,89ce8c0f16fffff,0.1014,24.0,4.0
89ce8c08dafffff,89ce8c0c6d7ffff,1.5825,24.0,4.0
89ce8c08dafffff,89ce8c0c653ffff,0.6614,24.0,4.0
89ce8c08dafffff,89ce8c0f10bffff,0.1278,24.0,4.0
89ce8c08dafffff,89ce8c0f103ffff,0.1129,24.0,4.0
89ce8c08dafffff,89ce8c0c6c7ffff,3.1274,24.0,4.0
89ce8c08dafffff,89ce8c0f1bbffff,0.0235,24.0,4.0
89ce8c08dafffff,89ce8c0c657ffff,1.9505,24.0,4.0
89ce8c08dafffff,89ce8c0f173ffff,0.0932,24.0,4.0
89ce8c08dafffff,89ce8c0f16bffff,0.2284,24.0,4.0
89ce8c08dafffff,89ce8c0c68bffff,1.4851,24.0,4.0
89ce8c0f2d3ffff,89ce8c0f10fffff,0.0907,24.0,4.0
89ce8c0f2d3ffff,89ce8c0c61bffff,9.3225,24.0,4.0
89ce8c0f2d3ffff,89ce8c0f133ffff,0.1556,24.0,4.0
89ce8c0f2d3ffff,89ce8c0c6cfffff,4.2923,24.0,4.0
89ce8c0f2d3ffff,89ce8c0c6cbffff,1.2727,24.0,4.0
89ce8c0f2d3ffff,89ce8c0c6c3ffff,2.7585,24.0,4.0
89ce8c0f2d3ffff,89ce8c0f117ffff,0.2398,24.0,4.0
89ce8c0f2d3ffff,89ce8c0c6d3ffff,0.9797,24.0,4.0
89ce8c0f2d3ffff,89ce8c0f16fffff,0.3361,24.0,4.0
89ce8c0f2d3ffff,89ce8c0c6d7ffff,5.2458,24.0,4.0
89ce8c0f2d3ffff,89ce8c0c653ffff,2.1924,24.0,4.0
89ce8c0f2d3ffff,89ce8c0f10bffff,0.4236,24.0,4.0
89ce8c0f2d3ffff,89ce8c0f107ffff,0.0102,24.0,4.0
89ce8c0f2d3ffff,89ce8c0f103ffff,0.3743,24.0,4.0
89ce8c0f2d3ffff,89ce8c0c6c7ffff,10.3673,24.0,4.0
89ce8c0f2d3ffff,89ce8c0f1bbffff,0.0779,24.0,4.0
89ce8c0f2d3ffff,89ce8c0c657ffff,6.4658,24.0,4.0
89ce8c0f2d3ffff,89ce8c0f173ffff,0.3089,24.0,4.0
89ce8c0f2d3ffff,89ce8c0f16bffff,0.7571,24.0,4.0
89ce8c0f2d3ffff,89ce8c0c68bffff,4.9229,24.0,4.0
89ce8c08db7ffff,89ce8c0f10fffff,0.0376,24.0,4.0
89ce8c08db7ffff,89ce8c0c61bffff,3.8613,24.0,4.0
89ce8c08db7ffff,89ce8c0f133ffff,0.0644,24.0,4.0
89ce8c08db7ffff,89ce8c0c6cfffff,1.7778,24.0,4.0
89ce8c08db7ffff,89ce8c0c6cbffff,0.5271,24.0,4.0
89ce8c08db7ffff,89ce8c0c6c3ffff,1.1425,24.0,4.0
89ce8c08db7ffff,89ce8c0f117ffff,0.0993,24.0,4.0
89ce8c08db7ffff,89ce8c0c6d3ffff,0.4058,24.0,4.0
89ce8c08db7ffff,89ce8c0f16fffff,0.1392,24.0,4.0
89ce8c08db7ffff,89ce8c0c6d7ffff,2.1728,24.0,4.0
89ce8c08db7ffff,89ce8c0c653ffff,0.9081,24.0,4.0
89ce8c08db7ffff,89ce8c0f10bffff,0.1754,24.0,4.0
89ce8c08db7ffff,89ce8c0f103ffff,0.155,24.0,4.0
89ce8c08db7ffff,89ce8c0c6c7ffff,4.2941,24.0,4.0
89ce8c08db7ffff,89ce8c0f1bbffff,0.0322,24.0,4.0
89ce8c08db7ffff,89ce8c0c657ffff,2.6781,24.0,4.0
89ce8c08db7ffff,89ce8c0f173ffff,0.1279,24.0,4.0
89ce8c08db7ffff,89ce8c0f16bffff,0.3136,24.0,4.0
89ce8c08db7ffff,89ce8c0c68bffff,2.039,24.0,4.0
89ce8c0f2d7ffff,89ce8c0f10fffff,0.0518,24.0,4.0
89ce8c0f2d7ffff,89ce8c0c61bffff,5.3243,24.0,4.0
89ce8c0f2d7ffff,89ce8c0f133ffff,0.0889,24.0,4.0
89ce8c0f2d7ffff,89ce8c0c6cfffff,2.4514,24.0,4.0
89ce8c0f2d7ffff,89ce8c0c6cbffff,0.7269,24.0,4.0
89ce8c0f2d7ffff,89ce8c0c6c3ffff,1.5754,24.0,4.0
89ce8c0f2d7ffff,89ce8c0f117ffff,0.137,24.0,4.0
89ce8c0f2d7ffff,89ce8c0c6d3ffff,0.5595,24.0,4.0
89ce8c0f2d7ffff,89ce8c0f16fffff,0.192,24.0,4.0
89ce8c0f2d7ffff,89ce8c0c6d7ffff,2.996,24.0,4.0
89ce8c0f2d7ffff,89ce8c0c653ffff,1.2521,24.0,4.0
89ce8c0f2d7ffff,89ce8c0f10bffff,0.2419,24.0,4.0
89ce8c0f2d7ffff,89ce8c0f103ffff,0.2138,24.0,4.0
89ce8c0f2d7ffff,89ce8c0c6c7ffff,5.921,24.0,4.0
89ce8c0f2d7ffff,89ce8c0f1bbffff,0.0445,24.0,4.0
89ce8c0f2d7ffff,89ce8c0c657ffff,3.6927,24.0,4.0
89ce8c0f2d7ffff,89ce8c0f173ffff,0.1764,24.0,4.0
89ce8c0f2d7ffff,89ce8c0f16bffff,0.4324,24.0,4.0
89ce8c0f2d7ffff,89ce8c0c68bffff,2.8116,24.0,4.0
89ce8c0f64bffff,89ce8c0f10fffff,0.0429,24.0,4.0
89ce8c0f64bffff,89ce8c0c61bffff,4.409,24.0,4.0
89ce8c0f64bffff,89ce8c0f133ffff,0.0736,24.0,4.0
89ce8c0f64bffff,89ce8c0c6cfffff,2.03,24.0,4.0
89ce8c0f64bffff,89ce8c0c6cbffff,0.6019,24.0,4.0
89ce8c0f64bffff,89ce8c0c6c3ffff,1.3046,24.0,4.0
89ce8c0f64bffff,89ce8c0f117ffff,0.1134,24.0,4.0
89ce8c0f64bffff,89ce8c0c6d3ffff,0.4633,24.0,4.0
89ce8c0f64bffff,89ce8c0f16fffff,0.159,24.0,4.0
89ce8c0f64bffff,89ce8c0c6d7ffff,2.481,24.0,4.0
89ce8c0f64bffff,89ce8c0c653ffff,1.0369,24.0,4.0
89ce8c0f64bffff,89ce8c0f10bffff,0.2003,24.0,4.0
89ce8c0f64bffff,89ce8c0f103ffff,0.177,24.0,4.0
89ce8c0f64bffff,89ce8c0c6c7ffff,4.9031,24.0,4.0
89ce8c0f64bffff,89ce8c0f1bbffff,0.0368,24.0,4.0
89ce8c0f64bffff,89ce8c0c657ffff,3.0579,24.0,4.0
89ce8c0f64bffff,89ce8c0f173ffff,0.1461,24.0,4.0
89ce8c0f64bffff,89ce8c0f16bffff,0.358,24.0,4.0
89ce8c0f64bffff,89ce8c0c68bffff,2.3282,24.0,4.0
89ce8c08da7ffff,89ce8c0f10fffff,0.0579,24.0,4.0
