h3_origin,h3_dest,trips,origin_zone,dest_zone
89ce8c0c67bffff,89ce8c0f3bbffff,3.3927,1.0,12.0
89ce8c0c67bffff,89ce8c0f383ffff,1.8012,1.0,12.0
89ce8c0c67bffff,89ce8c0f317ffff,3.0296,1.0,12.0
89ce8c0c67bffff,89ce8c0f313ffff,2.7474,1.0,12.0
89ce8c0c67bffff,89ce8c0f38fffff,2.6234,1.0,12.0
89ce8c0c67bffff,89ce8c0f387ffff,2.0971,1.0,12.0
89ce8c0c67bffff,89ce8c0f38bffff,3.4664,1.0,12.0
89ce8c0c663ffff,89ce8c0f3bbffff,3.1414,1.0,12.0
89ce8c0c663ffff,89ce8c0f383ffff,1.6677,1.0,12.0
89ce8c0c663ffff,89ce8c0f317ffff,2.8051,1.0,12.0
89ce8c0c663ffff,89ce8c0f313ffff,2.5439,1.0,12.0
89ce8c0c663ffff,89ce8c0f38fffff,2.429,1.0,12.0
89ce8c0c663ffff,89ce8c0f387ffff,1.9418,1.0,12.0
89ce8c0c663ffff,89ce8c0f38bffff,3.2096,1.0,12.0
89ce8c0c62bffff,89ce8c0f3bbffff,4.6342,1.0,12.0
89ce8c0c62bffff,89ce8c0f383ffff,2.4603,1.0,12.0
89ce8c0c62bffff,89ce8c0f317ffff,4.1382,1.0,12.0
89ce8c0c62bffff,89ce8c0f313ffff,3.7528,1.0,12.0
89ce8c0c62bffff,89ce8c0f38fffff,3.5833,1.0,12.0
89ce8c0c62bffff,89ce8c0f387ffff,2.8645,1.0,12.0
89ce8c0c62bffff,89ce8c0f38bffff,4.7349,1.0,12.0
89ce8c0c677ffff,89ce8c0f3bbffff,11.68,1.0,12.0
89ce8c0c677ffff,89ce8c0f383ffff,6.2009,1.0,12.0
89ce8c0c677ffff,89ce8c0f317ffff,10.4298,1.0,12.0
89ce8c0c677ffff,89ce8c0f313ffff,9.4584,1.0,12.0
89ce8c0c677ffff,89ce8c0f38fffff,9.0314,1.0,12.0
89ce8c0c677ffff,89ce8c0f387ffff,7.2197,1.0,12.0
89ce8c0c677ffff,89ce8c0f38bffff,11.9337,1.0,12.0
89ce8c0c2d3ffff,89ce8c0f3bbffff,1.0276,1.0,12.0
89ce8c0c2d3ffff,89ce8c0f383ffff,0.5456,1.0,12.0
89ce8c0c2d3ffff,89ce8c0f317ffff,0.9176,1.0,12.0
89ce8c0c2d3ffff,89ce8c0f313ffff,0.8322,1.0,12.0
89ce8c0c2d3ffff,89ce8c0f38fffff,0.7946,1.0,12.0
89ce8c0c2d3ffff,89ce8c0f387ffff,0.6352,1.0,12.0
89ce8c0c2d3ffff,89ce8c0f38bffff,1.0499,1.0,12.0
89ce8c0c66bffff,89ce8c0f3bbffff,2.0784,1.0,12.0
89ce8c0c66bffff,89ce8c0f383ffff,1.1034,1.0,12.0
89ce8c0c66bffff,89ce8c0f317ffff,1.8559,1.0,12.0
89ce8c0c66bffff,89ce8c0f313ffff,1.6831,1.0,12.0
89ce8c0c66bffff,89ce8c0f38fffff,1.6071,1.0,12.0
89ce8c0c66bffff,89ce8c0f387ffff,1.2847,1.0,12.0
89ce8c0c66bffff,89ce8c0f38bffff,2.1236,1.0,12.0
89ce8c0c62fffff,89ce8c0f3bbffff,2.8477,1.0,12.0
89ce8c0c62fffff,89ce8c0f383ffff,1.5118,1.0,12.0
89ce8c0c62fffff,89ce8c0f317ffff,2.5429,1.0,12.0
89ce8c0c62fffff,89ce8c0f313ffff,2.306,1.0,12.0
89ce8c0c62fffff,89ce8c0f38fffff,2.2019,1.0,12.0
89ce8c0c62fffff,89ce8c0f387ffff,1.7602,1.0,12.0
89ce8c0c62fffff,89ce8c0f38bffff,2.9095,1.0,12.0
89ce8c0c66fffff,89ce8c0f3bbffff,2.4904,1.0,12.0
89ce8c0c66fffff,89ce8c0f383ffff,1.3221,1.0,12.0
89ce8c0c66fffff,89ce8c0f317ffff,2.2238,1.0,12.0
89ce8c0c66fffff,89ce8c0f313ffff,2.0167,1.0,12.0
89ce8c0c66fffff,89ce8c0f38fffff,1.9257,1.0,12.0
89ce8c0c66fffff,89ce8c0f387ffff,1.5394,1.0,12.0
89ce8c0c66fffff,89ce8c0f38bffff,2.5445,1.0,12.0
89ce8c0c67bffff,89ce8c0f027ffff,0.4148,1.0,14.0
89ce8c0c67bffff,89ce8c0f153ffff,0.4014,1.0,14.0
89ce8c0c67bffff,89ce8c0f397ffff,0.4065,1.0,14.0
89ce8c0c67bffff,89ce8c0f157ffff,0.5092,1.0,14.0
89ce8c0c67bffff,89ce8c0f143ffff,0.7676,1.0,14.0
89ce8c0c67bffff,89ce8c0f147ffff,0.6738,1.0,14.0
89ce8c0c67bffff,89ce8c0f15bffff,0.1883,1.0,14.0
89ce8c0c67bffff,89ce8c0f02fffff,0.5729,1.0,14.0
89ce8c0c67bffff,89ce8c0f14bffff,1.3174,1.0,14.0
89ce8c0c663ffff,89ce8c0f027ffff,0.3841,1.0,14.0
89ce8c0c663ffff,89ce8c0f153ffff,0.3717,1.0,14.0
89ce8c0c663ffff,89ce8c0f397ffff,0.3764,1.0,14.0
89ce8c0c663ffff,89ce8c0f157ffff,0.4715,1.0,14.0
89ce8c0c663ffff,89ce8c0f143ffff,0.7107,1.0,14.0
89ce8c0c663ffff,89ce8c0f147ffff,0.6239,1.0,14.0
89ce8c0c663ffff,89ce8c0f15bffff,0.1744,1.0,14.0
89ce8c0c663ffff,89ce8c0f02fffff,0.5304,1.0,14.0
89ce8c0c663ffff,89ce8c0f14bffff,1.2198,1.0,14.0
89ce8c0c62bffff,89ce8c0f027ffff,0.5666,1.0,14.0
89ce8c0c62bffff,89ce8c0f153ffff,0.5483,1.0,14.0
89ce8c0c62bffff,89ce8c0f397ffff,0.5552,1.0,14.0
89ce8c0c62bffff,89ce8c0f157ffff,0.6955,1.0,14.0
89ce8c0c62bffff,89ce8c0f143ffff,1.0484,1.0,14.0
89ce8c0c62bffff,89ce8c0f147ffff,0.9204,1.0,14.0
89ce8c0c62bffff,89ce8c0f15bffff,0.2572,1.0,14.0
89ce8c0c62bffff,89ce8c0f02fffff,0.7825,1.0,14.0
89ce8c0c62bffff,89ce8c0f14bffff,1.7995,1.0,14.0
89ce8c0c677ffff,89ce8c0f027ffff,1.428,1.0,14.0
89ce8c0c677ffff,89ce8c0f153ffff,1.3818,1.0,14.0
89ce8c0c677ffff,89ce8c0f397ffff,1.3993,1.0,14.0
89ce8c0c677ffff,89ce8c0f157ffff,1.753,1.0,14.0
89ce8c0c677ffff,89ce8c0f143ffff,2.6424,1.0,14.0
89ce8c0c677ffff,89ce8c0f147ffff,2.3197,1.0,14.0
89ce8c0c677ffff,89ce8c0f15bffff,0.6483,1.0,14.0
89ce8c0c677ffff,89ce8c0f02fffff,1.9722,1.0,14.0
89ce8c0c677ffff,89ce8c0f14bffff,4.5355,1.0,14.0
89ce8c0c2d3ffff,89ce8c0f027ffff,0.1256,1.0,14.0
89ce8c0c2d3ffff,89ce8c0f153ffff,0.1216,1.0,14.0
89ce8c0c2d3ffff,89ce8c0f397ffff,0.1231,1.0,14.0
89ce8c0c2d3ffff,89ce8c0f157ffff,0.1542,1.0,14.0
89ce8c0c2d3ffff,89ce8c0f143ffff,0.2325,1.0,14.0
89ce8c0c2d3ffff,89ce8c0f147ffff,0.2041,1.0,14.0
89ce8c0c2d3ffff,89ce8c0f15bffff,0.057,1.0,14.0
89ce8c0c2d3ffff,89ce8c0f02fffff,0.1735,1.0,14.0
89ce8c0c2d3ffff,89ce8c0f14bffff,0.399,1.0,14.0
89ce8c0c66bffff,89ce8c0f027ffff,0.2541,1.0,14.0
89ce8c0c66bffff,89ce8c0f153ffff,0.2459,1.0,14.0
89ce8c0c66bffff,89ce8c0f397ffff,0.249,1.0,14.0
89ce8c0c66bffff,89ce8c0f157ffff,0.3119,1.0,14.0
89ce8c0c66bffff,89ce8c0f143ffff,0.4702,1.0,14.0
89ce8c0c66bffff,89ce8c0f147ffff,0.4128,1.0,14.0
89ce8c0c66bffff,89ce8c0f15bffff,0.1154,1.0,14.0
89ce8c0c66bffff,89ce8c0f02fffff,0.351,1.0,14.0
89ce8c0c66bffff,89ce8c0f14bffff,0.8071,1.0,14.0
89ce8c0c62fffff,89ce8c0f027ffff,0.3482,1.0,14.0
89ce8c0c62fffff,89ce8c0f153ffff,0.3369,1.0,14.0
89ce8c0c62fffff,89ce8c0f397ffff,0.3412,1.0,14.0
89ce8c0c62fffff,89ce8c0f157ffff,0.4274,1.0,14.0
89ce8c0c62fffff,89ce8c0f143ffff,0.6442,1.0,14.0
89ce8c0c62fffff,89ce8c0f147ffff,0.5656,1.0,14.0
89ce8c0c62fffff,89ce8c0f15bffff,0.1581,1.0,14.0
89ce8c0c62fffff,89ce8c0f02fffff,0.4808,1.0,14.0
89ce8c0c62fffff,89ce8c0f14bffff,1.1058,1.0,14.0
89ce8c0c66fffff,89ce8c0f027ffff,0.3045,1.0,14.0
89ce8c0c66fffff,89ce8c0f153ffff,0.2946,1.0,14.0
89ce8c0c66fffff,89ce8c0f397ffff,0.2984,1.0,14.0
89ce8c0c66fffff,89ce8c0f157ffff,0.3738,1.0,14.0
89ce8c0c66fffff,89ce8c0f143ffff,0.5634,1.0,14.0
89ce8c0c66fffff,89ce8c0f147ffff,0.4946,1.0,14.0
89ce8c0c66fffff,89ce8c0f15bffff,0.1382,1.0,14.0
89ce8c0c66fffff,89ce8c0f02fffff,0.4205,1.0,14.0
89ce8c0c66fffff,89ce8c0f14bffff,0.9671,1.0,14.0
89ce8c0c67bffff,89ce8c0f02bffff,2.9195,1.0,15.0
89ce8c0c67bffff,89ce8c0f39bffff,5.2407,1.0,15.0
89ce8c0c67bffff,89ce8c0f067ffff,4.3875,1.0,15.0
89ce8c0c67bffff,89ce8c0f077ffff,4.1024,1.0,15.0
89ce8c0c67bffff,89ce8c0f393ffff,2.5076,1.0,15.0
89ce8c0c663ffff,89ce8c0f02bffff,2.7032,1.0,15.0
89ce8c0c663ffff,89ce8c0f39bffff,4.8525,1.0,15.0
89ce8c0c663ffff,89ce8c0f067ffff,4.0625,1.0,15.0
89ce8c0c663ffff,89ce8c0f077ffff,3.7985,1.0,15.0
89ce8c0c663ffff,89ce8c0f393ffff,2.3219,1.0,15.0
89ce8c0c62bffff,89ce8c0f02bffff,3.9879,1.0,15.0
89ce8c0c62bffff,89ce8c0f39bffff,7.1584,1.0,15.0
89ce8c0c62bffff,89ce8c0f067ffff,5.993,1.0,15.0
89ce8c0c62bffff,89ce8c0f077ffff,5.6036,1.0,15.0
89ce8c0c62bffff,89ce8c0f393ffff,3.4252,1.0,15.0
89ce8c0c677ffff,89ce8c0f02bffff,10.0509,1.0,15.0
89ce8c0c677ffff,89ce8c0f39bffff,18.042,1.0,15.0
89ce8c0c677ffff,89ce8c0f067ffff,15.1048,1.0,15.0
89ce8c0c677ffff,89ce8c0f077ffff,14.1233,1.0,15.0
89ce8c0c677ffff,89ce8c0f393ffff,8.6329,1.0,15.0
89ce8c0c2d3ffff,89ce8c0f02bffff,0.8843,1.0,15.0
89ce8c0c2d3ffff,89ce8c0f39bffff,1.5873,1.0,15.0
89ce8c0c2d3ffff,89ce8c0f067ffff,1.3289,1.0,15.0
89ce8c0c2d3ffff,89ce8c0f077ffff,1.2426,1.0,15.0
89ce8c0c2d3ffff,89ce8c0f393ffff,0.7595,1.0,15.0
89ce8c0c66bffff,89ce8c0f02bffff,1.7885,1.0,15.0
89ce8c0c66bffff,89ce8c0f39bffff,3.2105,1.0,15.0
89ce8c0c66bffff,89ce8c0f067ffff,2.6878,1.0,15.0
89ce8c0c66bffff,89ce8c0f077ffff,2.5132,1.0,15.0
89ce8c0c66bffff,89ce8c0f393ffff,1.5362,1.0,15.0
89ce8c0c62fffff,89ce8c0f02bffff,2.4505,1.0,15.0
89ce8c0c62fffff,89ce8c0f39bffff,4.3988,1.0,15.0
89ce8c0c62fffff,89ce8c0f067ffff,3.6827,1.0,15.0
89ce8c0c62fffff,89ce8c0f077ffff,3.4434,1.0,15.0
89ce8c0c62fffff,89ce8c0f393ffff,2.1048,1.0,15.0
89ce8c0c66fffff,89ce8c0f02bffff,2.143,1.0,15.0
89ce8c0c66fffff,89ce8c0f39bffff,3.8469,1.0,15.0
89ce8c0c66fffff,89ce8c0f067ffff,3.2206,1.0,15.0
89ce8c0c66fffff,89ce8c0f077ffff,3.0113,1.0,15.0
89ce8c0c66fffff,89ce8c0f393ffff,1.8407,1.0,15.0
89ce8c0c67bffff,89ce8c0c623ffff,0.4593,1.0,2.0
89ce8c0c67bffff,89ce8c0c6abffff,0.1232,1.0,2.0
89ce8c0c67bffff,89ce8c0c613ffff,0.4871,1.0,2.0
89ce8c0c67bffff,89ce8c0c673ffff,0.4817,1.0,2.0
89ce8c0c67bffff,89ce8c0c603ffff,0.4154,1.0,2.0
89ce8c0c67bffff,89ce8c0c68fffff,0.1378,1.0,2.0
89ce8c0c67bffff,89ce8c0c633ffff,0.212,1.0,2.0
89ce8c0c67bffff,89ce8c0c63bffff,0.6578,1.0,2.0
89ce8c0c67bffff,89ce8c0c60fffff,0.6263,1.0,2.0
89ce8c0c67bffff,89ce8c0c60bffff,0.4354,1.0,2.0
89ce8c0c67bffff,89ce8c0c637ffff,0.013,1.0,2.0
89ce8c0c67bffff,89ce8c0c607ffff,0.3329,1.0,2.0
89ce8c0c67bffff,89ce8c0c617ffff,0.319,1.0,2.0
89ce8c0c663ffff,89ce8c0c623ffff,0.4253,1.0,2.0
89ce8c0c663ffff,89ce8c0c6abffff,0.114,1.0,2.0
89ce8c0c663ffff,89ce8c0c613ffff,0.451,1.0,2.0
89ce8c0c663ffff,89ce8c0c673ffff,0.446,1.0,2.0
89ce8c0c663ffff,89ce8c0c603ffff,0.3847,1.0,2.0
89ce8c0c663ffff,89ce8c0c68fffff,0.1276,1.0,2.0
89ce8c0c663ffff,89ce8c0c633ffff,0.1963,1.0,2.0
89ce8c0c663ffff,89ce8c0c63bffff,0.6091,1.0,2.0
89ce8c0c663ffff,89ce8c0c60fffff,0.5799,1.0,2.0
89ce8c0c663ffff,89ce8c0c60bffff,0.4031,1.0,2.0
89ce8c0c663ffff,89ce8c0c637ffff,0.012,1.0,2.0
89ce8c0c663ffff,89ce8c0c607ffff,0.3082,1.0,2.0
89ce8c0c663ffff,89ce8c0c617ffff,0.2954,1.0,2.0
89ce8c0c62bffff,89ce8c0c623ffff,0.6274,1.0,2.0
89ce8c0c62bffff,89ce8c0c6abffff,0.1682,1.0,2.0
89ce8c0c62bffff,89ce8c0c613ffff,0.6653,1.0,2.0
89ce8c0c62bffff,89ce8c0c673ffff,0.658,1.0,2.0
89ce8c0c62bffff,89ce8c0c603ffff,0.5675,1.0,2.0
89ce8c0c62bffff,89ce8c0c68fffff,0.1882,1.0,2.0
89ce8c0c62bffff,89ce8c0c633ffff,0.2895,1.0,2.0
89ce8c0c62bffff,89ce8c0c63bffff,0.8986,1.0,2.0
89ce8c0c62bffff,89ce8c0c60fffff,0.8555,1.0,2.0
89ce8c0c62bffff,89ce8c0c60bffff,0.5947,1.0,2.0
89ce8c0c62bffff,89ce8c0c637ffff,0.0178,1.0,2.0
89ce8c0c62bffff,89ce8c0c607ffff,0.4547,1.0,2.0
89ce8c0c62bffff,89ce8c0c617ffff,0.4358,1.0,2.0
89ce8c0c677ffff,89ce8c0c623ffff,1.5813,1.0,2.0
89ce8c0c677ffff,89ce8c0c6abffff,0.424,1.0,2.0
89ce8c0c677ffff,89ce8c0c613ffff,1.6769,1.0,2.0
89ce8c0c677ffff,89ce8c0c673ffff,1.6583,1.0,2.0
89ce8c0c677ffff,89ce8c0c603ffff,1.4302,1.0,2.0
89ce8c0c677ffff,89ce8c0c68fffff,0.4743,1.0,2.0
89ce8c0c677ffff,89ce8c0c6bbffff,0.0231,1.0,2.0
89ce8c0c677ffff,89ce8c0c633ffff,0.7297,1.0,2.0
89ce8c0c677ffff,89ce8c0c63bffff,2.2647,1.0,2.0
89ce8c0c677ffff,89ce8c0c60fffff,2.1562,1.0,2.0
89ce8c0c677ffff,89ce8c0c60bffff,1.4989,1.0,2.0
89ce8c0c677ffff,89ce8c0c637ffff,0.0447,1.0,2.0
89ce8c0c677ffff,89ce8c0c607ffff,1.146,1.0,2.0
89ce8c0c677ffff,89ce8c0c617ffff,1.0983,1.0,2.0
89ce8c0c2d3ffff,89ce8c0c623ffff,0.1391,1.0,2.0
89ce8c0c2d3ffff,89ce8c0c6abffff,0.0373,1.0,2.0
89ce8c0c2d3ffff,89ce8c0c613ffff,0.1475,1.0,2.0
89ce8c0c2d3ffff,89ce8c0c673ffff,0.1459,1.0,2.0
89ce8c0c2d3ffff,89ce8c0c603ffff,0.1258,1.0,2.0
89ce8c0c2d3ffff,89ce8c0c68fffff,0.0417,1.0,2.0
89ce8c0c2d3ffff,89ce8c0c633ffff,0.0642,1.0,2.0
89ce8c0c2d3ffff,89ce8c0c63bffff,0.1993,1.0,2.0
89ce8c0c2d3ffff,89ce8c0c60fffff,0.1897,1.0,2.0
89ce8c0c2d3ffff,89ce8c0c60bffff,0.1319,1.0,2.0
89ce8c0c2d3ffff,89ce8c0c607ffff,0.1008,1.0,2.0
89ce8c0c2d3ffff,89ce8c0c617ffff,0.0966,1.0,2.0
89ce8c0c66bffff,89ce8c0c623ffff,0.2814,1.0,2.0
89ce8c0c66bffff,89ce8c0c6abffff,0.0755,1.0,2.0
89ce8c0c66bffff,89ce8c0c613ffff,0.2984,1.0,2.0
89ce8c0c66bffff,89ce8c0c673ffff,0.2951,1.0,2.0
89ce8c0c66bffff,89ce8c0c603ffff,0.2545,1.0,2.0
89ce8c0c66bffff,89ce8c0c68fffff,0.0844,1.0,2.0
89ce8c0c66bffff,89ce8c0c633ffff,0.1298,1.0,2.0
89ce8c0c66bffff,89ce8c0c63bffff,0.403,1.0,2.0
89ce8c0c66bffff,89ce8c0c60fffff,0.3837,1.0,2.0
89ce8c0c66bffff,89ce8c0c60bffff,0.2667,1.0,2.0
89ce8c0c66bffff,89ce8c0c607ffff,0.2039,1.0,2.0
89ce8c0c66bffff,89ce8c0c617ffff,0.1954,1.0,2.0
89ce8c0c62fffff,89ce8c0c623ffff,0.3855,1.0,2.0
89ce8c0c62fffff,89ce8c0c6abffff,0.1034,1.0,2.0
89ce8c0c62fffff,89ce8c0c613ffff,0.4088,1.0,2.0
89ce8c0c62fffff,89ce8c0c673ffff,0.4043,1.0,2.0
89ce8c0c62fffff,89ce8c0c603ffff,0.3487,1.0,2.0
89ce8c0c62fffff,89ce8c0c68fffff,0.1156,1.0,2.0
89ce8c0c62fffff,89ce8c0c633ffff,0.1779,1.0,2.0
89ce8c0c62fffff,89ce8c0c63bffff,0.5522,1.0,2.0
89ce8c0c62fffff,89ce8c0c60fffff,0.5257,1.0,2.0
89ce8c0c62fffff,89ce8c0c60bffff,0.3654,1.0,2.0
89ce8c0c62fffff,89ce8c0c637ffff,0.0109,1.0,2.0
89ce8c0c62fffff,89ce8c0c607ffff,0.2794,1.0,2.0
89ce8c0c62fffff,89ce8c0c617ffff,0.2678,1.0,2.0
89ce8c0c66fffff,89ce8c0c623ffff,0.3372,1.0,2.0
89ce8c0c66fffff,89ce8c0c6abffff,0.0904,1.0,2.0
89ce8c0c66fffff,89ce8c0c613ffff,0.3576,1.0,2.0
89ce8c0c66fffff,89ce8c0c673ffff,0.3536,1.0,2.0
89ce8c0c66fffff,89ce8c0c603ffff,0.305,1.0,2.0
89ce8c0c66fffff,89ce8c0c68fffff,0.1011,1.0,2.0
89ce8c0c66fffff,89ce8c0c633ffff,0.1556,1.0,2.0
89ce8c0c66fffff,89ce8c0c63bffff,0.4829,1.0,2.0
89ce8c0c66fffff,89ce8c0c60fffff,0.4597,1.0,2.0
89ce8c0c66fffff,89ce8c0c60bffff,0.3196,1.0,2.0
89ce8c0c66fffff,89ce8c0c607ffff,0.2443,1.0,2.0
89ce8c0c66fffff,89ce8c0c617ffff,0.2342,1.0,2.0
89ce8c0c67bffff,89ce8c0f467ffff,1.6575,1.0,20.0
89ce8c0c67bffff,89ce8c0f09bffff,1.2969,1.0,20.0
89ce8c0c663ffff,89ce8c0f467ffff,1.5347,1.0,20.0
89ce8c0c663ffff,89ce8c0f09bffff,1.2009,1.0,20.0
89ce8c0c62bffff,89ce8c0f467ffff,2.264,1.0,20.0
89ce8c0c62bffff,89ce8c0f09bffff,1.7715,1.0,20.0
89ce8c0c677ffff,89ce8c0f467ffff,5.7062,1.0,20.0
89ce8c0c677ffff,89ce8c0f09bffff,4.465,1.0,20.0
89ce8c0c2d3ffff,89ce8c0f467ffff,0.502,1.0,20.0
89ce8c0c2d3ffff,89ce8c0f09bffff,0.3928,1.0,20.0
89ce8c0c66bffff,89ce8c0f467ffff,1.0154,1.0,20.0
89ce8c0c66bffff,89ce8c0f09bffff,0.7945,1.0,20.0
89ce8c0c62fffff,89ce8c0f467ffff,1.3912,1.0,20.0
89ce8c0c62fffff,89ce8c0f09bffff,1.0886,1.0,20.0
89ce8c0c66fffff,89ce8c0f467ffff,1.2167,1.0,20.0
89ce8c0c66fffff,89ce8c0f09bffff,0.952,1.0,20.0
89ce8c0c67bffff,89ce8c0d5a3ffff,0.206,1.0,3.0
89ce8c0c67bffff,89ce8c0d5b7ffff,0.3967,1.0,3.0
89ce8c0c67bffff,89ce8c0c64fffff,0.4852,1.0,3.0
89ce8c0c67bffff,89ce8c0d587ffff,0.1819,1.0,3.0
89ce8c0c67bffff,89ce8c0c647ffff,6.0034,1.0,3.0
89ce8c0c67bffff,89ce8c0d5b3ffff,0.4856,1.0,3.0
89ce8c0c67bffff,89ce8c0c643ffff,4.6343,1.0,3.0
89ce8c0c67bffff,89ce8c0c64bffff,0.4643,1.0,3.0
89ce8c0c663ffff,89ce8c0d5a3ffff,0.1908,1.0,3.0
89ce8c0c663ffff,89ce8c0d5b7ffff,0.3673,1.0,3.0
89ce8c0c663ffff,89ce8c0c64fffff,0.4492,1.0,3.0
89ce8c0c663ffff,89ce8c0d587ffff,0.1684,1.0,3.0
89ce8c0c663ffff,89ce8c0c647ffff,5.5587,1.0,3.0
89ce8c0c663ffff,89ce8c0d5b3ffff,0.4497,1.0,3.0
89ce8c0c663ffff,89ce8c0c643ffff,4.291,1.0,3.0
89ce8c0c663ffff,89ce8c0c64bffff,0.4299,1.0,3.0
89ce8c0c62bffff,89ce8c0d5a3ffff,0.2814,1.0,3.0
89ce8c0c62bffff,89ce8c0d5b7ffff,0.5419,1.0,3.0
89ce8c0c62bffff,89ce8c0c64fffff,0.6627,1.0,3.0
89ce8c0c62bffff,89ce8c0d587ffff,0.2485,1.0,3.0
89ce8c0c62bffff,89ce8c0c647ffff,8.2003,1.0,3.0
89ce8c0c62bffff,89ce8c0d5b3ffff,0.6634,1.0,3.0
89ce8c0c62bffff,89ce8c0c643ffff,6.3302,1.0,3.0
89ce8c0c62bffff,89ce8c0c64bffff,0.6342,1.0,3.0
89ce8c0c677ffff,89ce8c0d5a3ffff,0.7093,1.0,3.0
89ce8c0c677ffff,89ce8c0d5b7ffff,1.3658,1.0,3.0
89ce8c0c677ffff,89ce8c0c64fffff,1.6702,1.0,3.0
89ce8c0c677ffff,89ce8c0d587ffff,0.6263,1.0,3.0
89ce8c0c677ffff,89ce8c0c647ffff,20.6679,1.0,3.0
89ce8c0c677ffff,89ce8c0d5b3ffff,1.6719,1.0,3.0
89ce8c0c677ffff,89ce8c0c643ffff,15.9545,1.0,3.0
89ce8c0c677ffff,89ce8c0c64bffff,1.5983,1.0,3.0
89ce8c0c2d3ffff,89ce8c0d5a3ffff,0.0624,1.0,3.0
89ce8c0c2d3ffff,89ce8c0d5b7ffff,0.1202,1.0,3.0
89ce8c0c2d3ffff,89ce8c0c64fffff,0.1469,1.0,3.0
89ce8c0c2d3ffff,89ce8c0d587ffff,0.0551,1.0,3.0
89ce8c0c2d3ffff,89ce8c0c647ffff,1.8184,1.0,3.0
89ce8c0c2d3ffff,89ce8c0d5b3ffff,0.1471,1.0,3.0
89ce8c0c2d3ffff,89ce8c0c643ffff,1.4037,1.0,3.0
89ce8c0c2d3ffff,89ce8c0c64bffff,0.1406,1.0,3.0
89ce8c0c66bffff,89ce8c0d5a3ffff,0.1262,1.0,3.0
89ce8c0c66bffff,89ce8c0d5b7ffff,0.243,1.0,3.0
89ce8c0c66bffff,89ce8c0c64fffff,0.2972,1.0,3.0
89ce8c0c66bffff,89ce8c0d587ffff,0.1114,1.0,3.0
89ce8c0c66bffff,89ce8c0c647ffff,3.6778,1.0,3.0
89ce8c0c66bffff,89ce8c0d5b3ffff,0.2975,1.0,3.0
89ce8c0c66bffff,89ce8c0c643ffff,2.839,1.0,3.0
89ce8c0c66bffff,89ce8c0c64bffff,0.2844,1.0,3.0
89ce8c0c62fffff,89ce8c0d5a3ffff,0.1729,1.0,3.0
89ce8c0c62fffff,89ce8c0d5b7ffff,0.333,1.0,3.0
89ce8c0c62fffff,89ce8c0c64fffff,0.4072,1.0,3.0
89ce8c0c62fffff,89ce8c0d587ffff,0.1527,1.0,3.0
89ce8c0c62fffff,89ce8c0c647ffff,5.039,1.0,3.0
89ce8c0c62fffff,89ce8c0d5b3ffff,0.4076,1.0,3.0
89ce8c0c62fffff,89ce8c0c643ffff,3.8898,1.0,3.0
89ce8c0c62fffff,89ce8c0c64bffff,0.3897,1.0,3.0
89ce8c0c66fffff,89ce8c0d5a3ffff,0.1512,1.0,3.0
89ce8c0c66fffff,89ce8c0d5b7ffff,0.2912,1.0,3.0
89ce8c0c66fffff,89ce8c0c64fffff,0.3561,1.0,3.0
89ce8c0c66fffff,89ce8c0d587ffff,0.1335,1.0,3.0
89ce8c0c66fffff,89ce8c0c647ffff,4.4068,1.0,3.0
89ce8c0c66fffff,89ce8c0d5b3ffff,0.3565,1.0,3.0
89ce8c0c66fffff,89ce8c0c643ffff,3.4018,1.0,3.0
89ce8c0c66fffff,89ce8c0c64bffff,0.3408,1.0,3.0
89ce8c0c67bffff,89ce8c0d0d3ffff,0.0185,1.0,37.0
89ce8c0c67bffff,89ce8c0d087ffff,0.0303,1.0,37.0
89ce8c0c67bffff,89ce8c0d00fffff,0.0311,1.0,37.0
89ce8c0c67bffff,89ce8c0d0d7ffff,0.3519,1.0,37.0
89ce8c0c67bffff,89ce8c0d0cbffff,0.0107,1.0,37.0
89ce8c0c67bffff,89ce8c0d467ffff,0.0785,1.0,37.0
89ce8c0c67bffff,89ce8c0d073ffff,0.0217,1.0,37.0
89ce8c0c67bffff,89ce8c0d093ffff,0.0141,1.0,37.0
89ce8c0c67bffff,89ce8c0d0abffff,0.0308,1.0,37.0
89ce8c0c67bffff,89ce8c0d047ffff,0.0111,1.0,37.0
89ce8c0c67bffff,89ce8c0d463ffff,0.0937,1.0,37.0
89ce8c0c67bffff,89ce8c0d003ffff,0.0383,1.0,37.0
89ce8c0c67bffff,89ce8c0d09bffff,0.3437,1.0,37.0
89ce8c0c67bffff,89ce8c0d08fffff,0.0322,1.0,37.0
89ce8c0c67bffff,89ce8c0d017ffff,0.0384,1.0,37.0
89ce8c0c67bffff,89ce8c0d057ffff,0.0367,1.0,37.0
89ce8c0c67bffff,89ce8c0d0bbffff,0.0293,1.0,37.0
89ce8c0c67bffff,89ce8c0d0c7ffff,0.2544,1.0,37.0
89ce8c0c67bffff,89ce8c0d0b3ffff,0.0205,1.0,37.0
89ce8c0c67bffff,89ce8c0d007ffff,0.0242,1.0,37.0
89ce8c0c67bffff,89ce8c0d0a3ffff,0.0192,1.0,37.0
89ce8c0c67bffff,89ce8c0d01bffff,0.0393,1.0,37.0
89ce8c0c67bffff,89ce8c0d0cfffff,0.0359,1.0,37.0
89ce8c0c67bffff,89ce8c0d447ffff,0.0228,1.0,37.0
