Zona_Origen,Zona_Destino,Viajes_Totales
52,25,76.33
52,26,10.94
52,27,126.11
52,3,199.66
52,30,49.18
52,31,18.72
52,34,19.07
52,38,54.93
52,39,326.88
52,4,11.3
52,41,104.29
52,47,60.34
52,5,589.85
52,50,12.5
52,51,33.08
52,52,558.4
52,53,119.01
52,54,445.48
52,56,74.5
52,57,30.12
52,58,54.29
52,61,19.07
52,64,11.3
52,66,16.92
52,68,68.87
52,7,189.34
52,71,44.06
52,8,145.19
52,9,10.94
53,10,11.45
53,19,24.29
53,22,8.8
53,23,69.15
53,27,50.51
53,3,20.34
53,5,33.01
53,50,17.37
53,52,130.07
53,53,27.76
53,54,91.52
53,58,13.57
54,2,30.02
54,20,42.03
54,23,34.57
54,27,80.84
54,29,14.75
54,31,18.72
54,38,54.93
54,41,67.57
54,43,12.95
54,5,14.75
54,50,6.25
54,51,47.23
54,52,476.34
54,53,78.57
54,54,78.57
54,58,13.57
55,11,16.16
55,12,31.13
55,13,49.33
55,14,80.17
55,17,27.79
55,22,28.47
55,27,27.79
55,29,70.34
55,3,24.67
55,33,20.94
55,34,27.79
55,35,109.16
55,38,24.67
55,5,124.51
55,59,41.14
55,6,24.26
55,61,49.33
55,64,74.0
55,8,24.67
56,1,127.32
56,10,259.93
56,11,103.24
56,12,554.92
56,13,233.17
56,14,185.65
56,15,154.02
56,16,934.8
56,17,170.05
56,18,67.35
56,2,190.5
56,20,299.11
56,21,343.08
56,22,650.09
56,24,1015.29
56,25,308.77
56,26,136.87
56,27,85.76
56,28,252.68
56,29,180.96
56,3,166.89
56,30,284.09
56,31,114.69
56,32,126.64
56,33,129.66
56,34,174.03
56,35,566.24
56,36,93.73
56,37,26.25
56,38,60.94
56,39,271.56
56,4,266.63
56,40,155.93
56,41,91.38
56,42,293.38
56,43,486.8
56,44,153.76
56,46,28.36
56,47,383.06
56,48,311.74
56,49,114.72
56,5,303.01
56,50,6.25
56,51,12.82
56,52,124.19
56,56,386.54
56,58,27.14
56,59,17.35
56,6,169.81
56,63,131.27
56,64,185.58
56,65,441.85
56,7,135.12
56,8,349.78
56,9,74.42
57,12,33.04
57,13,21.7
57,15,157.57
57,19,12.22
57,2,46.13
57,3,130.58
57,31,27.44
57,34,27.96
57,38,33.92
57,4,24.44
57,41,12.22
57,42,50.91
57,43,23.05
57,49,10.95
57,5,120.94
57,51,14.01
57,52,30.12
58,1,15.29
58,12,134.45
58,21,13.57
58,22,27.14
58,23,54.29
58,27,93.17
58,30,13.57
58,31,13.57
58,34,62.51
58,38,13.57
58,39,13.57
58,41,27.14
58,47,13.57
58,49,13.57
58,5,67.86
58,51,13.57
58,52,54.29
58,53,13.57
58,54,13.57
58,56,40.71
58,58,27.14
58,68,108.57
59,12,86.01
59,13,21.97
59,14,9.75
59,18,19.5
59,20,68.15
59,21,52.39
59,22,133.23
59,4,14.3
59,45,2.77
59,5,87.44
59,55,56.06
59,56,18.98
59,59,58.5
59,62,19.5
59,63,171.87
59,64,143.51
59,65,30.84
59,8,45.69
6,10,128.0
6,11,77.54
6,12,235.89
6,14,19.3
6,16,56.19
6,17,76.45
6,23,24.26
6,27,24.26
6,3,1.65
6,33,115.95
6,34,24.26
6,35,96.65
6,37,18.94
6,39,171.51
6,4,24.26
6,40,24.26
6,43,131.85
6,45,2.93
6,5,121.29
6,55,43.18
6,56,194.07
6,65,81.86
6,7,48.52
6,70,24.26
6,8,140.05
6,9,24.26
60,22,3.8
60,3,50.21
60,38,5.57
60,43,24.84
60,61,9.75
60,66,6.34
60,67,19.27
60,68,5.57
61,12,33.04
61,16,79.67
61,20,64.78
61,22,157.59
61,24,103.59
61,25,74.0
61,27,12.96
61,28,146.25
61,3,16.86
61,43,45.64
61,47,43.83
61,5,37.0
61,52,30.12
61,55,49.33
61,61,29.32
61,63,26.59
61,65,15.42
61,8,29.94
62,0,0.0
62,1,66.68
62,13,35.49
62,18,31.33
62,26,28.39
62,35,26.82
62,39,31.33
62,45,1.46
62,5,33.01
62,59,19.5
62,63,24.46
62,64,107.43
62,72,17.6
63,0,0.0
63,12,182.23
63,13,55.3
63,14,96.4
63,15,150.28
63,16,186.55
63,17,39.2
63,18,29.63
63,2,10.21
63,20,105.75
63,21,104.58
63,22,198.4
63,24,41.19
63,25,64.75
63,26,32.77
63,27,298.05
63,29,28.39
63,3,57.87
63,31,84.8
63,32,30.64
63,33,77.55
63,34,49.97
63,35,66.04
63,38,33.15
63,39,41.28
63,4,81.78
63,40,28.39
63,41,148.9
63,42,104.83
63,43,490.26
63,44,12.89
63,45,7.95
63,47,46.57
63,48,36.36
63,49,14.97
63,5,511.19
63,56,138.89
63,59,142.37
63,61,26.59
63,62,27.81
63,63,520.86
63,64,10.21
63,65,133.29
63,67,10.21
63,69,10.21
63,7,231.25
63,71,10.21
63,72,30.64
63,8,53.65
63,9,52.03
64,10,102.45
64,11,150.33
64,12,226.04
64,13,119.84
64,14,312.7
64,15,213.09
64,16,109.42
64,20,25.61
64,21,37.55
64,22,296.5
64,24,25.61
64,26,75.11
64,27,51.22
64,3,151.28
64,31,66.79
64,34,17.1
64,35,52.43
64,39,83.46
64,40,146.41
64,41,125.33
64,42,359.65
64,43,146.83
64,47,38.93
64,5,765.58
64,52,24.81
64,55,74.0
64,56,108.75
64,59,49.69
64,62,146.95
64,63,10.21
64,64,25.61
64,67,25.61
64,7,148.38
64,70,25.61
64,8,760.86
64,9,247.75
65,10,62.76
65,11,66.06
65,12,250.89
65,13,30.84
65,14,69.52
65,15,146.85
65,16,467.17
65,20,64.78
65,21,460.04
65,22,959.14
65,24,173.09
65,25,46.99
65,26,28.39
65,27,300.38
65,29,139.74
65,3,232.22
65,30,96.71
65,31,140.55
65,34,54.89
65,35,42.24
65,36,25.72
65,37,30.84
65,38,57.01
65,39,79.93
65,4,44.82
65,40,123.85
65,41,130.08
65,42,30.84
65,43,209.48
65,47,132.26
65,48,389.28
65,49,44.82
65,5,585.51
65,56,369.31
65,59,30.84
65,6,93.89
65,61,15.42
65,63,127.16
65,65,179.84
65,66,40.15
65,7,95.93
65,71,15.42
65,8,261.11
66,13,50.87
66,14,19.3
66,20,27.94
66,21,34.83
66,22,83.89
66,27,31.1
66,31,48.73
66,40,27.85
66,42,40.0
66,43,46.67
66,49,101.96
66,60,11.14
66,66,38.67
67,10,13.54
67,11,121.21
67,12,42.05
67,16,112.59
67,18,29.63
67,2,38.2
67,20,56.22
67,21,39.47
67,22,164.01
67,23,34.57
67,24,149.1
67,28,75.4
67,29,23.45
67,31,52.03
67,32,19.58
67,35,100.28
67,42,12.95
67,43,108.05
67,47,60.34
67,49,97.38
67,5,22.51
67,53,31.79
67,60,13.55
67,63,23.43
67,64,63.16
67,67,18.72
68,13,37.3
68,16,86.46
68,2,38.2
68,22,28.47
68,23,90.01
68,24,40.76
68,43,12.95
68,52,85.79
68,58,108.57
68,72,3.8
69,16,31.57
69,19,27.6
69,24,35.38
69,35,26.82
69,37,10.64
69,49,29.13
69,5,31.57
69,52,16.92
69,54,13.09
69,63,10.21
69,65,15.42
7,10,281.63
7,11,516.59
7,12,1156.72
7,13,316.08
7,14,445.63
7,15,330.03
7,16,1553.41
7,17,39.33
7,18,396.1
7,2,469.1
7,20,97.69
7,21,648.44
7,22,1113.24
7,23,34.57
7,24,1165.57
7,25,350.3
7,26,173.94
7,27,310.51
7,28,96.27
7,29,253.59
7,3,496.68
7,30,367.47
7,31,342.55
7,32,212.11
7,33,98.96
7,34,567.09
7,35,690.72
7,37,232.66
7,38,162.9
7,39,392.94
7,4,156.52
7,40,125.7
7,41,74.48
7,42,539.03
7,43,763.75
7,44,466.98
7,46,34.5
7,47,200.26
7,48,227.78
7,49,242.67
7,5,759.66
7,50,11.12
7,51,32.83
7,52,132.08
7,53,15.62
7,56,98.94
7,57,68.96
7,58,40.71
7,6,48.52
7,63,200.89
7,64,116.14
7,65,199.99
7,66,23.45
7,7,649.16
7,8,730.64
7,9,88.4
70,13,25.44
70,18,38.34
70,24,148.52
70,28,27.32
70,34,27.96
70,35,26.82
70,37,10.64
70,38,44.01
70,47,53.1
70,6,24.26
70,64,51.22
71,10,39.31
71,11,29.78
71,13,25.44
71,14,34.35
71,15,139.13
71,16,362.04
71,2,68.22
71,21,26.92
71,22,218.49
71,24,63.18
71,28,40.06
71,31,54.89
71,33,20.94
71,35,134.1
71,37,84.22
71,40,46.84
71,41,16.05
71,43,81.1
71,47,86.88
71,48,37.8
71,49,53.37
71,5,81.13
71,52,44.06
71,63,10.21
71,64,51.22
71,65,15.42
71,7,36.42
71,8,28.01
72,10,19.65
72,12,50.19
72,13,25.44
72,2,82.22
72,21,39.47
72,22,93.18
72,24,68.56
72,26,28.39
72,27,207.53
72,37,13.54
72,38,17.8
72,39,29.17
72,4,17.73
72,43,12.95
72,47,119.32
72,48,55.43
72,6,87.42
72,60,9.37
72,62,17.6
72,63,10.21
72,72,26.92
73,12,86.01
73,15,19.21
73,16,31.57
73,22,28.47
73,24,72.38
73,25,29.32
73,26,36.73
73,31,31.21
73,34,24.27
73,35,38.93
73,38,18.72
73,43,25.21
73,49,28.35
73,5,58.61
73,56,26.55
73,8,27.8
73,9,29.72
74,16,375.04
74,19,15.71
74,22,28.47
74,29,61.04
74,34,49.64
74,35,141.42
74,37,10.64
74,43,48.7
8,0,0.0
8,1,28.01
8,10,183.76
8,11,978.4
8,12,1636.81
8,13,481.37
8,14,695.23
8,15,220.67
8,16,1542.54
8,17,106.93
8,18,861.37
8,19,29.95
8,2,652.18
8,20,147.31
8,21,912.97
8,22,600.69
8,24,602.06
8,25,948.68
8,26,190.77
8,27,135.88
8,28,256.08
8,29,610.16
8,3,367.38
8,30,108.91
8,31,197.98
8,32,19.58
8,33,48.95
8,34,420.81
8,35,915.23
8,37,171.96
8,38,118.05
8,39,203.46
8,4,239.51
8,40,186.13
8,41,95.23
8,42,1123.16
8,43,875.28
8,44,377.7
8,46,17.73
8,47,883.53
8,48,110.85
8,49,149.5
8,5,1691.15
8,52,121.18
8,56,324.13
8,59,77.67
8,61,29.94
8,63,62.03
8,64,756.4
8,65,245.16
8,7,920.53
8,71,28.01
8,8,1763.64
8,9,71.56
9,10,56.4
9,11,310.48
9,12,85.06
9,13,141.11
9,16,190.49
9,17,17.91
9,18,73.09
9,20,145.37
9,21,302.38
9,22,194.23
9,24,232.99
9,25,52.18
9,26,28.39
9,27,39.0
9,28,235.03
9,3,51.45
9,30,45.51
9,31,163.22
9,33,30.7
9,34,162.17
9,35,837.6
9,37,22.61
9,4,108.32
9,40,22.97
9,41,38.29
9,43,169.26
9,44,167.25
9,47,235.93
9,48,68.13
9,5,268.19
9,56,45.94
9,6,48.52
9,63,74.96
9,64,242.38
9,7,67.99
9,8,88.54
